Compound Name	InChiKeys	Pubchem ID	SMILES	pvalue	foldchange
LPC (22:6) 	LSOWKZULVQWMLY-APPDJCNMSA-N	10415542	CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)O	0.47811	0.94828
PC (39:6) 	QMCWOGICYCFNBF-BWHZRABLSA-N	52922637	CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCCCC(=O)O[C@H](COC(=O)CCCCCCC/C=C\C/C=C\CCCC)COP(=O)([O-])OCC[N+](C)(C)C	0.49432	0.83259
PC (p-42:5) or PC (o-42:6) 	QZMFOSCFDWPISC-KQHSIIGPSA-N	53481769	CCCCC/C=C\C/C=C\C/C=C\CCCCCCCCCOC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCC/C=C\C/C=C\C/C=C\CCCCC	0.51038	1.0068
PC (35:3) 	AYXGHIQPMDYMJC-AHMBLZLYSA-N	52924614	CCCCCCCCCCCCCCCCCC(=O)O[C@H](COC(=O)CCCCCC/C=C\C/C=C\C/C=C\CCCCC)COP(=O)(O)OCCN	0.54352	0.99863
PE (38:4) 	ANRKEHNWXKCXDB-BHFWLYLHSA-N	5289133	CCCCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)(O)OCCN)OC(=O)CCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC	0.55231	0.88227
PC (40:5) B 	SFESOYFQZQJCOY-FXYWPAEZSA-N	52923365	CCCCCCCCCCCCCCCCCCCC(=O)O[C@H](COC(=O)CCC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC)COP(=O)([O-])OCC[N+](C)(C)C	0.59348	1.0373
PC (p-40:4) or PC (o-40:5) 	UWNFEVACEPZILS-RNNLSGHUSA-N	52924022	CCCCCCCCCCCCCCCCCC/C=C\OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC	0.60241	0.95489
PC (p-40:6) or PC (o-40:7) B 	FMBYBTSZVHUJMV-DIVFMYBRSA-N	53479425	CCCCCCCCCCCCCCCC/C=C\OC(COC(=O)CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC)COP(=O)([O-])OCC[N+](C)(C)C	0.63041	0.93917
PC (38:6) A 	PLZBTDKJYHXIEW-DZUXOTHRSA-N	52923295	CCCCC/C=C\C/C=C\CCCCCCCC(=O)O[C@H](COC(=O)CCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC)COP(=O)([O-])OCC[N+](C)(C)C	0.63796	1.0757
PC (38:5) B 	YLWBKBDNHWQEFU-YJXJLLHLSA-N	53479033	CCCCCC/C=C\CCCCCCCCCC(=O)O[C@H](COC(=O)CCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC)COP(=O)([O-])OCC[N+](C)(C)C	0.66927	0.95271
PC (p-40:6) or PC (o-40:7) A 	XUVCLJCZWPTAIO-OAKHYACESA-N	53479405	CCCCCCCC/C=C\CCCCCC/C=C\OC(COC(=O)CCCCC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC)COP(=O)([O-])OCC[N+](C)(C)C	0.67013	0.94217
PC (37:6) 	GEINPYKZLFHHIL-HEXXMCQTSA-N	52922342	CCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC	0.67115	1.0337
PC (p-44:4) or PC (o-44:5) 	CEZAZXUWDFPTTE-FHIJIHMSSA-N	53481767	CCCCC/C=C\C/C=C\CCCCCCCCCCCCOC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCC/C=C\C/C=C\C/C=C\CCCCC	0.73413	0.94395
LPC (20:1) 	GJTDRNFWIDPARY-GTPZACKGSA-N	24779475	CCCCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)O	0.74538	0.76152
PC (p-42:4) or PC (o-42:5) 	NLEDXBSUDVLSEN-UFFJXODHSA-N	52924034	CCCCCCCCCCCCCCCCCC/C=C\OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC	0.74566	0.93006
PC (p-42:3) or PC (o-42:4) 	WSHCLKDGQAEXNQ-MRGADFHSSA-N	52923862	CCCCCCCCCCCCCCCCCCCCOC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC	0.76039	1.0293
PC (38:4) A 	PSVRFUPOQYJOOZ-QNPWAGBNSA-N	16219824	CCCCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC	0.76061	0.94682
PC (p-38:3) or PC (o-38:4) 	GWBOVQHRCURSPU-QMFAPAEZSA-N	53480815	CCCCCCCC/C=C\CCCCCC/C=C\OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCCC/C=C\C/C=C\CCCCC	0.78452	1.0004
LPC (o-16:0) 	VLBPIWYTPAXCFJ-DEOSSOPVSA-N	10480367	CCCCCCCCCCCCCCCCOC[C@@H](COP(=O)([O-])OCC[N+](C)(C)C)O	0.79315	0.9005
PC (o-32:0) 	SVWBXNAUENUONE-LDLOPFEMSA-N	173570	CCCCCCCCCCCCCCCCO[C@H](COC(=O)CCCCCCCCCCCCCCC)COP(=O)([O-])OCC[N+](C)(C)C	0.79575	0.94978
PC (o-34:0) 	ZKTXOJMFIAILJG-VQJSHJPSSA-N	24779361	CCCCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OCCCCCCCCCCCCCCCC	0.79841	1.0565
PC (36:3) B 	WZCLAXMADUBPSG-RIXBAXMTSA-N	52922657	CCCCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCC/C=C\C/C=C\C/C=C\CC	0.8587	0.97589
LPC (20:5) 	PDIGSOAOQOXRDU-WJPZTBRDSA-N	11757087	CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)O	0.88901	1.8038
PC (40:7) 	BPUROMFCPFGBOT-ZEGPSQTJSA-N	24778982	CCCCC/C=C\C/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCCC	0.90983	1.048
PC (p-40:3) or PC (o-40:4) 	RDNHPNJCALITSY-MBZSPAKGSA-N	52923852	CCCCCCCCCCCCCCCCCCCCOC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC	0.92713	1.0161
PC (40:4) 	FHUAYOMRHXZKHT-JUGJLYODSA-N	53479183	CCCCCCCC/C=C\CCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCC/C=C\C/C=C\C/C=C\CC	0.93977	1.0005
PC (37:4) 	QRPUCJXFPYFTMB-FBFLODOBSA-N	52922853	CCCCCCCCC/C=C\CCCCCCCC(=O)O[C@H](COC(=O)CCCCCCC/C=C\C/C=C\C/C=C\CC)COP(=O)([O-])OCC[N+](C)(C)C	0.98246	1.0166
indole-3-lactate	XGILAAMKEQUXLS-UHFFFAOYSA-N	92904	C1=CC=C2C(=C1)C(=CN2)CC(C(=O)O)O	0.0051929	0.89948
5-methoxytryptamine	JTEJPPKMYBDEMY-UHFFFAOYSA-N	1833	COC1=CC2=C(C=C1)NC=C2CCN	0.013845	0.58811
Diaveridine	LDBTVAXGKYIFHO-UHFFFAOYSA-N	21453	COC1=C(C=C(C=C1)CC2=CN=C(N=C2N)N)OC	0.18436	1.0742
2-hydroxyquinoline	LISFMEBWQUVKPJ-UHFFFAOYSA-N	6038	C1=CC=C2C(=C1)C=CC(=O)N2	0.18554	0.9262
tryptophan	QIVBCDIJIAJPQS-VIFPVBQESA-N	6305	C1=CC=C2C(=C1)C(=CN2)C[C@@H](C(=O)O)N	0.38482	0.93038
indole-3-acetate	SEOVTRFCIGRIMH-UHFFFAOYSA-N	802	C1=CC=C2C(=C1)C(=CN2)CC(=O)O	0.41884	0.96855
L-Tryptophan	QIVBCDIJIAJPQS-VIFPVBQESA-N	6305	C1=CC=C2C(=C1)C(=CN2)C[C@@H](C(=O)O)N	0.53768	1.0015
pyrrole-2-carboxylic acid	WRHZVMBBRYBTKZ-UHFFFAOYSA-N	12473	C1=CNC(=C1)C(=O)O	0.54363	1.0047
Hypoxanthine	FDGQSTZJBFJUBT-UHFFFAOYSA-N	790	C1=NC2=C(N1)C(=O)N=CN2	0.59028	1.0196
pseudo uridine	PTJWIQPHWPFNBW-GBNDHIKLSA-N	15047	C1=C(C(=O)NC(=O)N1)[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O	0.68778	0.94207
Theobromine	YAPQBXQYLJRXSA-UHFFFAOYSA-N	5429	CN1C=NC2=C1C(=O)NC(=O)N2C	0.75328	1.0741
Caffeine	RYYVLZVUVIJVGH-UHFFFAOYSA-N	2519	CN1C=NC2=C1C(=O)N(C(=O)N2C)C	0.9787	1.2571
uric acid	LEHOTFFKMJEONL-UHFFFAOYSA-N	1175	C12=C(NC(=O)N1)NC(=O)NC2=O	0.99065	1.0305
naproxen	CMWTZPSULFXXJA-VIFPVBQESA-N	156391	C[C@@H](C1=CC2=C(C=C1)C=C(C=C2)OC)C(=O)O	0.17101	1.1255
Dihydrocoumarin	VMUXSMXIQBNMGZ-UHFFFAOYSA-N	660	C1CC(=O)OC2=CC=CC=C21	0.3086	1.1125
Piperine	MXXWOMGUGJBKIW-YPCIICBESA-N	638024	C1CCN(CC1)C(=O)/C=C/C=C/C2=CC3=C(C=C2)OCO3	0.3278	0.93775
Coniferyl alcohol	JMFRWRFFLBVWSI-NSCUHMNNSA-N	1549095	COC1=C(C=CC(=C1)/C=C/CO)O	0.35745	1.0423
3-Buten-1-ol, 3-methyl-	CPJRRXSHAYUTGL-UHFFFAOYSA-N	12988	CC(=C)CCO	0.0358	1.0232
tocopherol alpha-	NCYCYZXNIZJOKI-OVSJKPMPSA-N	638015	CC1=C(C(CCC1)(C)C)/C=C/C(=C/C=C/C(=C/C=O)/C)/C	0.27327	1.0171
Citral	WTEVQBCEXWBHNA-JXMROGBWSA-N	638011	CC(=CCC/C(=C/C=O)/C)C	0.4718	1.0465
squalene	YYGNTYWPHWGJRM-AAJYLUCBSA-N	638072	CC(=CCC/C(=C/CC/C(=C/CC/C=C(/CC/C=C(/CCC=C(C)C)\C)\C)/C)/C)C	0.57146	1.0696
SM (d32:1) 	KYICBZWZQPCUMO-PSALXKTOSA-N	11433862	CCCCCCCCCCCCC/C=C/[C@H]([C@H](COP(=O)([O-])OCC[N+](C)(C)C)NC(=O)CCCCCCCCCCCCC)O	0.020127	0.91171
SM (d32:2) 	PEJGMBUENJSLLH-RHAKMSQVSA-N	52931131	CCCCCCCCCCCCCC(=O)N[C@@H](COP(=O)([O-])OCC[N+](C)(C)C)[C@@H](/C=C/CCCCCCCC/C=C\CCC)O	0.068198	0.95117
SM (d41:2) 	JBDGKEXQKCCQFK-JWQIMADESA-N	52931209	CCCCCCCCCCCCCCCCCCCCCCC(=O)N[C@@H](COP(=O)([O-])OCC[N+](C)(C)C)[C@@H](/C=C/CCCCCCCC/C=C\CCC)O	0.078572	0.97774
Ceramide (d42:2) 	VJSBNBBOSZJDKB-KPEYJIHVSA-N	5283568	CCCCCCCCCCCCC/C=C/[C@H]([C@H](CO)NC(=O)CCCCCCCCCCCCC/C=C\CCCCCCCC)O	0.098177	0.84416
Ceramide (d42:1) 	ZJVVOYPTFQEGPH-AUTSUKAISA-N	5283571	CCCCCCCCCCCCCCCCCCCCCCCC(=O)N[C@@H](CO)[C@@H](/C=C/CCCCCCCCCCCCC)O	0.10388	0.95468
SM (d34:2) 	YLWSJLLZUHSIEA-CKSUKHGVSA-N	52931235	CCCCCCCCCCCCCCCC(=O)N[C@@H](COP(=O)([O-])OCC[N+](C)(C)C)[C@@H](/C=C/CCCCCCCC/C=C\CCC)O	0.11549	0.98322
SM (d42:2) B	DACOGJMBYLZYDH-GXJPFUDISA-N	52931217	CCCCCCCCCCCCCCCCCCCCCCCC(=O)N[C@@H](COP(=O)([O-])OCC[N+](C)(C)C)[C@@H](/C=C/CCCCCCCC/C=C\CCC)O	0.1295	0.67893
SM (d36:1) 	LKQLRGMMMAHREN-YJFXYUILSA-N	6453725	CCCCCCCCCCCCCCCCCC(=O)N[C@@H](COP(=O)([O-])OCC[N+](C)(C)C)[C@@H](/C=C/CCCCCCCCCCCCC)O	0.13765	1.0251
SM (d36:3) 	YMTVMVYOUDDTQJ-UOMMIRHQSA-N	52931155	CCCCCCCC/C=C\CCCCCCCC(=O)N[C@@H](COP(=O)([O-])OCC[N+](C)(C)C)[C@@H](/C=C/CCCCCCCC/C=C\CCC)O	0.14414	0.83802
SM (d36:0) 	JCELSEVNSMXGKA-IOLBBIBUSA-N	44260130	CCCCCCCCCCCCCCCCCC(=O)N[C@@H](COP(=O)([O-])OCC[N+](C)(C)C)[C@@H](CCCCCCCCCCCCCCC)O	0.17066	1.2728
SM (d33:1) 	LQINJRUGTUOHGS-YPDYIYJKSA-N	52931139	CCCCCCCCCCCCCCC(=O)N[C@@H](COP(=O)([O-])OCC[N+](C)(C)C)[C@@H](/C=C/CCCCCCCCCCCCC)O	0.18696	1.0199
SM (d43:2) A	PBROMOQAZGFDHQ-GPQOMLTASA-N	52931221	CCCCCCCCCCCCCCCCCCCCCCCCC(=O)N[C@@H](COP(=O)([O-])OCC[N+](C)(C)C)[C@@H](/C=C/CCCCCCCC/C=C\CCC)O	0.20583	1.206
C18 Sphingomyelin	LKQLRGMMMAHREN-YJFXYUILSA-N	6453725	CCCCCCCCCCCCCCCCCC(=O)N[C@@H](COP(=O)([O-])OCC[N+](C)(C)C)[C@@H](/C=C/CCCCCCCCCCCCC)O	0.23832	1.1257
SM (d39:1) 	YXSZOBWVQJIWNE-QVDCKBILSA-N	52931193	CCCCCCCCCCCCCCCCCCCCC(=O)N[C@@H](COP(=O)([O-])OCC[N+](C)(C)C)[C@@H](/C=C/CCCCCCCCCCCCC)O	0.26287	1.003
SM (d42:3) 	TXFLWJQVQCDUDZ-BRUGZULGSA-N	52931215	CCCCCCCC/C=C\CCCCCCCCCCCCCC(=O)N[C@@H](COP(=O)([O-])OCC[N+](C)(C)C)[C@@H](/C=C/CCCCCCCC/C=C\CCC)O	0.30277	0.9767
SM (d34:1) 	RWKUXQNLWDTSLO-GWQJGLRPSA-N	9939941	CCCCCCCCCCCCCCCC(=O)N[C@@H](COP(=O)([O-])OCC[N+](C)(C)C)[C@@H](/C=C/CCCCCCCCCCCCC)O	0.33778	0.98505
Ceramide (d18:1/23:0) 	NAJHAHQNQCNWOP-PUYNVXOJSA-N	52931115	CCCCCCCCCCCCCCCCCCCCCCC(=O)N[C@@H](CO)[C@@H](/C=C/CCCCCCCCCCCCC)O	0.39589	0.98028
N-Oleoyl-D-erythro-sphingosylphosphorylcholine	NBEADXWAAWCCDG-QDDWGVBQSA-N	6443882	CCCCCCCCCCCCC/C=C/[C@H]([C@H](COP(=O)([O-])OCC[N+](C)(C)C)NC(=O)CCCCCCC/C=C\CCCCCCCC)O	0.42237	1.148
SM (d40:2) B	VBFKEZGCUWHGSK-ADSSWVSQSA-N	52931203	CCCCCCCCCCCCC/C=C/[C@H]([C@H](COP(=O)([O-])OCC[N+](C)(C)C)NC(=O)CCCCCCCCCCC/C=C\CCCCCCCC)O	0.42788	0.95055
SM (d34:0) 	QHZIGNLCLJPLCU-QPPIDDCLSA-N	9939965	CCCCCCCCCCCCCCC[C@H]([C@H](COP(=O)([O-])OCC[N+](C)(C)C)NC(=O)CCCCCCCCCCCCCCC)O	0.47273	1.0341
SM (d40:0) 	FONAXCRWZQFJHY-JCGOJSMZSA-N	44260132	CCCCCCCCCCCCCCCCCCCCCC(=O)N[C@@H](COP(=O)([O-])OCC[N+](C)(C)C)[C@@H](CCCCCCCCCCCCCCC)O	0.48386	1.2334
Glycoursodeoxycholic acid	GHCZAUBVMUEKKP-XROMFQGDSA-N	12310288	C[C@H](CCC(=O)NCC(=O)O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2[C@H](C[C@H]4[C@@]3(CC[C@H](C4)O)C)O)C	0.51943	0.74828
SM (d36:2) 	NBEADXWAAWCCDG-QDDWGVBQSA-N	6443882	CCCCCCCCCCCCC/C=C/[C@H]([C@H](COP(=O)([O-])OCC[N+](C)(C)C)NC(=O)CCCCCCC/C=C\CCCCCCCC)O	0.59296	0.97558
SM (d41:1) 	SXZWBNWTCVLZJN-NMIJJABPSA-N	46891684	CCCCCCCCCCCCCCCCCCCCCCC(=O)N[C@@H](COP(=O)([O-])OCC[N+](C)(C)C)[C@@H](/C=C/CCCCCCCCCCCCC)O	0.59545	1.0007
SM (d38:1) 	AADLTHQNYQJHQV-SVLGDMRNSA-N	44260124	CCCCCCCCCCCCCCCCCCCC(=O)N[C@@H](COP(=O)([O-])OCC[N+](C)(C)C)[C@@H](/C=C/CCCCCCCCCCCCC)O	0.62766	0.97801
SM (d38:2) 	MDRFMTLYKHBJTF-NQYLGBTJSA-N	52931179	CCCCCCCCCCCCC/C=C/[C@H]([C@H](COP(=O)([O-])OCC[N+](C)(C)C)NC(=O)CCCCCCCCC/C=C\CCCCCCCC)O	0.63398	0.92514
SM (d42:1) 	QEDPUVGSSDPBMD-XTAIVQBESA-N	44260127	CCCCCCCCCCCCCCCCCCCCCCCC(=O)N[C@@H](COP(=O)([O-])OCC[N+](C)(C)C)[C@@H](/C=C/CCCCCCCCCCCCC)O	0.66814	1.0045
SM (d43:1) 	LXMARZYBSFYVSY-KUQVZNNZSA-N	52931225	CCCCCCCCCCCCCCCC[C@H]([C@H](COP(=O)([O-])OCC[N+](C)(C)C)NC(=O)CCCCCCCCCCCCC/C=C\CCCCCCCC)O	0.69611	1.2018
Ceramide (d40:1) 	KEPQASGDXIEOIL-GLQCRSEXSA-N	5283567	CCCCCCCCCCCCCCCCCCCCCC(=O)N[C@@H](CO)[C@@H](/C=C/CCCCCCCCCCCCC)O	0.73795	1.1479
SM (d40:2) A	FOULCGVQZYQEQM-DNXGLLHMSA-N	52931201	CCCCCCCCCCC/C=C/[C@H]([C@H](COP(=O)([O-])OCC[N+](C)(C)C)NC(=O)CCCCCCCCCCCCC/C=C\CCCCCCCC)O	0.74473	0.92735
SM (d40:1) 	FJJANLYCZUNFSE-TWKUQIQBSA-N	44260125	CCCCCCCCCCCCCCCCCCCCCC(=O)N[C@@H](COP(=O)([O-])OCC[N+](C)(C)C)[C@@H](/C=C/CCCCCCCCCCCCC)O	0.80454	1.0091
SM (d38:0) 	UGRZESKDAPEULH-ACEXITHZSA-N	44260131	CCCCCCCCCCCCCCCCCCCC(=O)N[C@@H](COP(=O)([O-])OCC[N+](C)(C)C)[C@@H](CCCCCCCCCCCCCCC)O	0.88617	1.0354
SM (d30:1) 	HZCLJRFPXMKWHR-FEBLJDHQSA-N	44260123	CCCCCCCCCCCCC/C=C/[C@H]([C@H](COP(=O)([O-])OCC[N+](C)(C)C)NC(=O)CCCCCCCCCCC)O	0.8959	1.9844
SM (d42:2) A	DACOGJMBYLZYDH-GXJPFUDISA-N	52931217	CCCCCCCCCCCCCCCCCCCCCCCC(=O)N[C@@H](COP(=O)([O-])OCC[N+](C)(C)C)[C@@H](/C=C/CCCCCCCC/C=C\CCC)O	0.97204	1.1063
CE (18:1) 	RJECHNNFRHZQKU-RMUVNZEASA-N	5283632	CCCCCCCC/C=C\CCCCCCCC(=O)O[C@H]1CC[C@@]2([C@H]3CC[C@]4([C@H]([C@@H]3CC=C2C1)CC[C@@H]4[C@H](C)CCCC(C)C)C)C	0.02906	0.85134
CE (18:3) 	FYMCIBHUFSIWCE-WVXFKAQASA-N	6436907	CC/C=C\C/C=C\C/C=C\CCCCCCCC(=O)O[C@H]1CC[C@@]2([C@H]3CC[C@]4([C@H]([C@@H]3CC=C2C1)CC[C@@H]4[C@H](C)CCCC(C)C)C)C	0.083981	0.88054
CE (20:3) 	MLPRJPSMAFZPLA-PJSAOELNSA-N	53477892	CCCCC/C=C\C/C=C\C/C=C\CCCCCCC(=O)O[C@H]1CC[C@@]2(C3CC[C@]4(C(C3CC=C2C1)CCC4[C@H](C)CCCC(C)C)C)C	0.085348	0.83738
CE (18:2) 	NAACPBBQTFFYQB-LJAITQKLSA-N	5287939	CCCCC/C=C\C/C=C\CCCCCCCC(=O)O[C@H]1CC[C@@]2([C@H]3CC[C@]4([C@H]([C@@H]3CC=C2C1)CC[C@@H]4[C@H](C)CCCC(C)C)C)C	0.31421	0.97875
CE (22:6) 	VOEVEGPMRIYYKC-HNJOWPRISA-N	14274978	CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCC(=O)O[C@H]1CC[C@@]2([C@H]3CC[C@]4([C@H]([C@@H]3CC=C2C1)CC[C@@H]4[C@H](C)CCCC(C)C)C)C	0.83355	0.95868
